Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","414","Kuwait","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2023","2023","100 g/An","3529","E","Estimated value",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1806","Beef and Buffalo Meat, primary","2023","2023","t","2292.62","E","Estimated value",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2000","2000","ha","1","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2000","2000","kg/ha","22500","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2000","2000","t","18","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2001","2001","ha","1","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2001","2001","kg/ha","20769.2","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2001","2001","t","27","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2002","2002","ha","2","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2002","2002","kg/ha","22500","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2002","2002","t","36","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2003","2003","ha","2","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2003","2003","kg/ha","20526.3","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2003","2003","t","39","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2004","2004","ha","7","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2004","2004","kg/ha","20571.4","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2004","2004","t","144","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2005","2005","ha","8","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2005","2005","kg/ha","21875","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2005","2005","t","175","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2006","2006","ha","3","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2006","2006","kg/ha","21333.3","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2006","2006","t","64","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2007","2007","ha","6","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2007","2007","kg/ha","22166.7","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2007","2007","t","133","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2008","2008","ha","7","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2008","2008","kg/ha","20985.9","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2008","2008","t","149","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2009","2009","ha","7","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2009","2009","kg/ha","20888.9","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2009","2009","t","150.4","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2010","2010","ha","10","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2010","2010","kg/ha","21500","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2010","2010","t","215","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2011","2011","ha","28","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2011","2011","kg/ha","19928.6","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2011","2011","t","558","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2012","2012","ha","19","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2012","2012","kg/ha","20157.9","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2012","2012","t","383","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2013","2013","ha","12","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2013","2013","kg/ha","22000","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2013","2013","t","264","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2014","2014","ha","20","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2014","2014","kg/ha","20400","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2014","2014","t","408","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2015","2015","ha","35","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2015","2015","kg/ha","21314.3","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2015","2015","t","746","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2016","2016","ha","12","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2016","2016","kg/ha","23615.3","E","Estimated value",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2016","2016","t","283.38","E","Estimated value",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2017","2017","ha","17","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2017","2017","kg/ha","24882.4","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2017","2017","t","423","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2018","2018","ha","22","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2018","2018","kg/ha","24261.5","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2018","2018","t","536.18","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2019","2019","ha","13","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2019","2019","kg/ha","25784.5","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2019","2019","t","332.62","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2020","2020","ha","20","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2020","2020","kg/ha","21000","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2020","2020","t","420","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2021","2021","ha","20","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2021","2021","kg/ha","23000","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2021","2021","t","460","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2022","2022","ha","22","E","Estimated value",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2022","2022","kg/ha","22688.6","E","Estimated value",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2022","2022","t","488.62","E","Estimated value",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","F1804","Citrus Fruit, Total","2023","2023","ha","22","E","Estimated value",""
"QCL","Crops and livestock products","414","Kuwait","5412","Yield","F1804","Citrus Fruit, Total","2023","2023","kg/ha","21702.7","E","Estimated value",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1804","Citrus Fruit, Total","2023","2023","t","480.41","E","Estimated value",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2000","2000","0.1 g/An","13922","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2000","2000","t","32964","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2001","2001","0.1 g/An","13232","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2001","2001","t","32689","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2002","2002","0.1 g/An","14180","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2002","2002","t","37362","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2003","2003","0.1 g/An","13786","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2003","2003","t","37421","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2004","2004","0.1 g/An","13492","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2004","2004","t","32429","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2005","2005","0.1 g/An","13351","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2005","2005","t","37821","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2006","2006","0.1 g/An","13403","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2006","2006","t","32376","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2007","2007","0.1 g/An","13212","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2007","2007","t","32740","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2008","2008","0.1 g/An","13040","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2008","2008","t","37777","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2009","2009","0.1 g/An","13953","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2009","2009","t","48332","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2010","2010","0.1 g/An","11776","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2010","2010","t","37831","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2011","2011","0.1 g/An","13567","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2011","2011","t","45482","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2012","2012","0.1 g/An","13117","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2012","2012","t","49128","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2013","2013","0.1 g/An","13265","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2013","2013","t","46216","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2014","2014","0.1 g/An","12791","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2014","2014","t","46193","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2015","2015","0.1 g/An","12810","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2015","2015","t","53293","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2016","2016","0.1 g/An","13246","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2016","2016","t","53297","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2017","2017","0.1 g/An","12789","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2017","2017","t","55755","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2018","2018","0.1 g/An","14019","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2018","2018","t","61118","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2019","2019","0.1 g/An","13452","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2019","2019","t","61187","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2020","2020","0.1 g/An","13197","E","Estimated value",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2020","2020","t","62550","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2021","2021","0.1 g/An","13200","E","Estimated value",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2021","2021","t","64600","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2022","2022","0.1 g/An","11927","E","Estimated value",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2022","2022","t","60000","X","Figure from international organizations",""
"QCL","Crops and livestock products","414","Kuwait","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2023","2023","0.1 g/An","11913","E","Estimated value",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","F1808","Meat, Poultry","2023","2023","t","61000","X","Figure from international organizations",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2000","2000","ha","8700","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2000","2000","kg/ha","1080.5","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2000","2000","t","9400","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2001","2001","ha","7000","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2001","2001","kg/ha","1157.1","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2001","2001","t","8100","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2002","2002","ha","11500","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2002","2002","kg/ha","1487","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2002","2002","t","17100","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2003","2003","ha","13911","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2003","2003","kg/ha","1797.1","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2003","2003","t","25000","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2004","2004","ha","12590","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2004","2004","kg/ha","1890.4","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2004","2004","t","23800","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2005","2005","ha","14500","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2005","2005","kg/ha","2000","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2005","2005","t","29000","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2006","2006","ha","15900","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2006","2006","kg/ha","2000","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2006","2006","t","31800","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2007","2007","ha","15750","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2007","2007","kg/ha","2101.6","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2007","2007","t","33100","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2008","2008","ha","14500","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2008","2008","kg/ha","2000","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2008","2008","t","29000","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2009","2009","ha","14400","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2009","2009","kg/ha","2062.5","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2009","2009","t","29700","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2010","2010","ha","10685","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2010","2010","kg/ha","2069.3","E","Estimated value",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2010","2010","t","22110.49","I","Imputed value",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2011","2011","ha","14053","I","Imputed value",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2011","2011","kg/ha","2134.8","E","Estimated value",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2011","2011","t","30000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2012","2012","ha","16024","I","Imputed value",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2012","2012","kg/ha","2184.2","E","Estimated value",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2012","2012","t","35000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2013","2013","ha","15661","I","Imputed value",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2013","2013","kg/ha","2234.8","E","Estimated value",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2013","2013","t","35000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2014","2014","ha","14000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2014","2014","kg/ha","2357.1","X","Figure from international organizations",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2014","2014","t","33000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2015","2015","ha","13795","I","Imputed value",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2015","2015","kg/ha","2689.5","E","Estimated value",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2015","2015","t","37101.38","I","Imputed value",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2016","2016","ha","15414","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2016","2016","kg/ha","3165.3","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2016","2016","t","48790","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2017","2017","ha","14416","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2017","2017","kg/ha","2466.8","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2017","2017","t","35561","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2018","2018","ha","14000","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2018","2018","kg/ha","2142.9","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2018","2018","t","30000","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2019","2019","ha","14000","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2019","2019","kg/ha","2285.7","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2019","2019","t","32000","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2020","2020","ha","14000","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2020","2020","kg/ha","2214.3","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2020","2020","t","31000","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2021","2021","ha","15000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2021","2021","kg/ha","2000","X","Figure from international organizations",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2021","2021","t","30000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2022","2022","ha","14000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2022","2022","kg/ha","2142.9","X","Figure from international organizations",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2022","2022","t","30000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0115","Barley","2023","2023","ha","14000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","0115","Barley","2023","2023","kg/ha","2142.9","X","Figure from international organizations",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0115","Barley","2023","2023","t","30000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","01703","Chick peas, dry","2000","2000","ha","2600","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","01703","Chick peas, dry","2000","2000","kg/ha","846.2","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","01703","Chick peas, dry","2000","2000","t","2200","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","01703","Chick peas, dry","2001","2001","ha","2000","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","01703","Chick peas, dry","2001","2001","kg/ha","950","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","01703","Chick peas, dry","2001","2001","t","1900","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","01703","Chick peas, dry","2002","2002","ha","2921","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","01703","Chick peas, dry","2002","2002","kg/ha","1091.7","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","01703","Chick peas, dry","2002","2002","t","3189","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","01703","Chick peas, dry","2003","2003","ha","1989","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","01703","Chick peas, dry","2003","2003","kg/ha","955.3","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","01703","Chick peas, dry","2003","2003","t","1900","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","01703","Chick peas, dry","2004","2004","ha","1810","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","01703","Chick peas, dry","2004","2004","kg/ha","828.7","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","01703","Chick peas, dry","2004","2004","t","1500","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","01703","Chick peas, dry","2005","2005","ha","1900","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","01703","Chick peas, dry","2005","2005","kg/ha","684.2","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","01703","Chick peas, dry","2005","2005","t","1300","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","01703","Chick peas, dry","2006","2006","ha","2030","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5412","Yield","01703","Chick peas, dry","2006","2006","kg/ha","591.1","A","Official figure",""
